scenario,location,band_keV,published,v1.2.1_browser,v1.2.2_browser,a_rel,b_rel,total_rel,LT_factor_rel,b_minus_LT
front,HB4,7.6-7.7,0.05942848632,0.059428490698337555,0.0603611059486866,7.367405463476473e-08,0.015693066396100352,0.015693141226327034,0.014011229152743443,0.0016818372433569095
front,East 18,40-200,0.15368683491000001,0.08179840445518494,0.08200231939554214,-0.4677591967907557,0.0024928963066623844,-0.4664323756581803,0.0024937406277016905,-8.443210393060951e-07
front,East 18,0.2-1,0.061283477015000004,0.06253530085086823,0.06269124895334244,0.02042677564724049,0.002493761129351846,0.022971476275699176,0.0024937406277016905,2.050165015532457e-08
front,East 18,0.21-1,0.059562368035,0.0606500543653965,0.060801297426223755,0.018261300990540796,0.002493700333985993,0.02080053953690575,0.0024937406277016905,-4.029371569735929e-08
front,East 18,1-6,0.062138287406,0.06235416233539581,0.06250965595245361,0.003474104910315967,0.002493716718082295,0.005976485061893744,0.0024937406277016905,-2.3909619395467985e-08
front,East 18,6-11.5,0.01311042415099,0.013079649768769741,0.013112266547977924,-0.0023473216324535473,0.0024937043257888813,0.00014052916722651076,0.0024937406277016905,-3.630191280912243e-08
front,East 18,7.6-7.7,0.00179211174,0.001871698652394116,0.0018763660918921232,0.04440957035085091,0.002493691755367289,0.047014005885661625,0.0024937406277016905,-4.887233440165062e-08
front,East 1,40-200,0.15483784623900004,0.15483784675598145,0.15536096692085266,3.3388567466374752e-09,0.0033785032266409054,0.003378506576778184,0.003380302374978106,-1.799148337200407e-06
front,East 1,0.2-1,0.101068801176,0.10106880217790604,0.10141043365001678,9.913108778292212e-09,0.0033801872066256955,0.003380197153242781,0.003380302374978106,-1.1516835241032197e-07
front,East 1,0.21-1,0.09851050537600001,0.0985104963183403,0.09884348511695862,-9.19461297099744e-08,0.0033802367368269692,0.00338014447989754,0.003380302374978106,-6.563815113658222e-08
front,East 1,1-6,0.094218362309,0.09421835839748383,0.09453684836626053,-4.151543375741085e-08,0.003380338759810142,0.0033802971040401975,0.003380302374978106,3.6384832036162607e-08
front,East 1,6-11.5,0.018636462548410004,0.018636461347341537,0.018699461594223976,-6.444723421594745e-08,0.003380483328259354,0.003380418663162299,0.003380302374978106,1.8095328124800858e-07
front,East 1,7.6-7.7,0.003826505616,0.0038265057373791933,0.003839440643787384,3.1720636339827024e-08,0.0033803441823792024,0.0033803760102422142,0.003380302374978106,4.180740109660519e-08
front,PROSPECT_DOWN,40-200,,0.11947160214185715,0.11947160214185715,,0.0,,0.0,0.0
front,PROSPECT_DOWN,0.2-1,,0.044451527297496796,0.044451527297496796,,0.0,,0.0,0.0
front,PROSPECT_DOWN,0.21-1,,0.04314740374684334,0.04314740374684334,,0.0,,0.0,0.0
front,PROSPECT_DOWN,1-6,,0.03886636719107628,0.03886636719107628,,0.0,,0.0,0.0
front,PROSPECT_DOWN,6-11.5,,0.008237086236476898,0.008237086236476898,,0.0,,0.0,0.0
front,PROSPECT_DOWN,7.6-7.7,,0.00037481202161870897,0.00037481202161870897,,0.0,,0.0,0.0
front,NE_EAST,40-200,,0.11825530230998993,0.11825530230998993,,0.0,,0.0,0.0
front,NE_EAST,0.2-1,,0.04200894385576248,0.04200894385576248,,0.0,,0.0,0.0
front,NE_EAST,0.21-1,,0.04025790095329285,0.04025790095329285,,0.0,,0.0,0.0
front,NE_EAST,1-6,,0.041840314865112305,0.041840314865112305,,0.0,,0.0,0.0
front,NE_EAST,6-11.5,,0.0074036382138729095,0.0074036382138729095,,0.0,,0.0,0.0
front,NE_EAST,7.6-7.7,,0.0005594592075794935,0.0005594592075794935,,0.0,,0.0,0.0
