1,1,1,1,1
2,1,1,2,1
3,1,1,3,1
4,1,1,4,1
5,1,1,5,1
6,1,1,6,1
7,1,1,7,1
8,1,1,8,1
9,1,1,9,1
10,1,1,10,1
11,1,1,11,1
12,1,1,12,1
13,1,1,13,1
14,1,1,14,1
15,1,1,15,1
16,1,1,5,2
17,1,1,16,2
18,1,1,7,2
19,1,1,5,3
20,1,1,17,3
21,1,1,17,4
22,1,1,17,5
23,1,1,5,5
24,1,1,17,6
25,1,1,17,7
1,1,1,1,8
